conv_id,text,intent,sector,sentiment,turns,_synthetic
syn_101115,"[customer] oi, td bem? to com duvida sobre minha fatura do cartao
[agent] Oi! Tudo bem sim! Me fala qual sua dúvida sobre a fatura
[customer] tem uma compra aqui de 299 reais que eu nao reconheço
[agent] Entendi. Em que data foi essa compra? E tem o nome do estabelecimento?
[customer] foi dia 15, ta escrito ""LOJA VIRTUAL XYZ""
[agent] Hmm, não reconhece mesmo essa loja? Às vezes o nome fantasia é diferente
[customer] não, nunca comprei nada por esse valor. deve ser fraude
[agent] Vou bloquear o cartão agora e abrir uma contestação. Em 5 dias úteis você tem o retorno
[customer] show, obrigado! me sinto mais seguro assim",saudacao,,,9,True
syn_101116,"[customer] opa, e aí? queria saber sobre o plano família do spotify
[agent] E aí! Beleza! O plano família custa R$ 21,90 por mês para até 6 pessoas
[customer] legal, como faço pra migrar do individual pro família?
[agent] Super fácil! É só entrar no app, ir em configurações e selecionar ""alterar plano""
[customer] show, vou fazer agora. ah, posso adicionar qualquer pessoa?
[agent] Sim, qualquer pessoa! Você manda o convite e elas aceitam pelo app
[customer] massa, valeu pela ajuda! vc é gente fina
[agent] Nada! Precisando é só chamar. Aproveita aí!",saudacao,,,8,True
syn_101117,"[customer] oi, como vai? meu uber chegou mas o motorista nao ta me achando
[agent] Oi! Vai tudo bem! Que situação chata. Você está no local certinho que colocou no app?
[customer] to sim, na porta do shopping. mas ele ta do outro lado
[agent] Entendi. Você já tentou ligar pro motorista? Tem o botão ""ligar"" no app
[customer] tentei mas ele nao atende, deve ta no viva voz
[agent] Vou mandar uma mensagem automática pra ele com sua localização exata, ok?
[customer] ótimo, obrigada! ah, ele me viu aqui. problema resolvido!
[agent] Que bom! Boa viagem e obrigada por usar nosso app!",saudacao,,,8,True
syn_101118,"[customer] Oi, td bem? Preciso cancelar minha assinatura do streaming
[agent] Opa, tudo joia! Posso te ajudar com isso sim. Qual é o motivo do cancelamento, se não se importa de me contar?
[customer] Ah cara, é que eu to meio apertado financeiramente esse mês, sabe como é né
[agent] Entendo perfeitamente. Que tal eu te oferecer um desconto de 50% por 2 meses? Assim você consegue manter o serviço pagando bem menos
[customer] Sério? Isso seria massa demais! Como funciona?
[agent] É só eu aplicar o desconto aqui no sistema. Sua próxima fatura já vem com o valor reduzido. Te ajuda?
[customer] Nossa, ajuda muito! Vlw mesmo, vc salvou meu fim de semana",saudacao,,,7,True
syn_101119,"[customer] E ai, beleza? Meu cartão de crédito ta bloqueado aqui
[agent] Oi! Tudo bem sim, obrigada. Vou te ajudar a desbloquear. Você lembra de ter feito alguma compra diferente recentemente?
[customer] Fiz uma compra online ontem de madrugada, pode ser isso?
[agent] Pode ser sim, nosso sistema as vezes bloqueia por segurança. Vou liberar aqui pra você, só um minutinho
[customer] Show, brigado! Vc é demais
[agent] Pronto, já está liberado! Pode usar normalmente agora. Precisa de mais alguma coisa?",saudacao,,,6,True
syn_101120,"[customer] Opa, td suave? Queria trocar um produto que comprei ontem
[agent] E aí! Suave sim, e você? Claro, posso te ajudar com a troca. Qual foi o problema com o produto?
[customer] Cara, o tamanho veio errado. Pedi M e veio P
[agent] Puts, que chato isso! Vou gerar a etiqueta de troca pra você agora mesmo. Qual tamanho você quer?
[customer] Quero o M mesmo, como tinha pedido originalmente
[agent] Beleza, etiqueta gerada! Você recebe por email em 5 min. É só colar na caixa e entregar no correio
[customer] Perfeito, vlw pela agilidade!",saudacao,,,7,True
syn_101121,"[customer] Salve, td certo? Minha internet ta uma porcaria hoje
[agent] Salve! Tudo tranquilo por aqui. Que chato isso da internet, vamos resolver! Você já tentou reiniciar o modem?
[customer] Já sim, mas continua lenta pra caramba
[agent] Hmm, deixa eu verificar sua linha aqui... Tá tendo uma instabilidade na sua região mesmo
[customer] Ah ta, pensei que era só comigo. Quando volta ao normal?
[agent] A previsão é até as 18h hoje. Vou te dar um desconto proporcional na fatura, ok?
[customer] Massa, brigado pela transparência!",saudacao,,,7,True
syn_101122,"[customer] Oi oi, td bem? Esqueci minha senha do aplicativo 😅
[agent] Oi! Tudo ótimo, obrigado! Haha acontece com todo mundo, relaxa. Vou te ajudar a recuperar
[customer] Vc é um anjo! Ja tentei pelo ""esqueci minha senha"" mas não chega email
[agent] Eita, vamos verificar então. Qual email você tem cadastrado conosco?
[customer] É o joao.silva@email.com
[agent] Achei o problema! Seu email tava com um erro no cadastro. Corrigi aqui e já enviei a nova senha
[customer] Chegou sim! Nossa, muito obrigado mesmo, vc resolve tudo rapido demais",saudacao,,,7,True
syn_101123,"[customer] Bom dia, tudo bem? Queria saber sobre financiamento de carro
[agent] Bom dia! Tudo joia por aqui, e com você? Que legal, posso te ajudar sim! Já tem algum carro em mente?
[customer] To pensando num Civic usado, uns 80 mil reais mais ou menos
[agent] Boa escolha! Para esse valor, conseguimos financiar até 80% com juros bem atrativos. Quer que eu simule pra você?
[customer] Quero sim, seria massa ter uma ideia dos valores
[agent] Vou fazer a simulação agora. Em quanto tempo você gostaria de quitar? 48 ou 60 meses?
[customer] Acho que 60 meses fica melhor pro meu bolso
[agent] Perfeito! Simulação feita: entrada de 16 mil e 60x de R$ 1.280. Te mando por WhatsApp também!",saudacao,,,8,True
syn_101124,"[customer] Fala ae, blz? Meu pedido do ifood ta atrasado ja faz 1 hora
[agent] Fala! Beleza total! Nossa, 1 hora é muito tempo mesmo. Me passa o número do pedido que vou verificar
[customer] É o #5678, to com fome ja 😭
[agent] Ai que dó! Vou ligar no restaurante agora mesmo pra saber o que houve
[customer] Vlw mano, vc é gente boa
[agent] Falei com eles, o motoboy já saiu com seu pedido! Chega em 15 min e vou te dar um cupom de desconto pelo transtorno
[customer] Opa, show de bola! Brigado pela atenção",saudacao,,,7,True
syn_101125,"[customer] Opa, td joia? Preciso alterar o endereço da minha conta
[agent] E aí! Joia sim, obrigada! Claro, vou te ajudar com isso. Você se mudou recentemente?
[customer] Isso mesmo, me mudei semana passada e esqueci de atualizar
[agent] Que legal a mudança! Espero que esteja gostando do novo lar. Qual o novo endereço completo?
[customer] Rua das Flores 123, apto 45, Vila Madalena, São Paulo, CEP 05432-100
[agent] Anotado! Já atualizei no sistema. Suas próximas correspondências já vão pro novo endereço
[customer] Perfeito, muito obrigado pela eficiência!",saudacao,,,7,True
syn_101126,"[customer] Eae, sussa? Quero cancelar uma compra que fiz hoje de manhã
[agent] Eae! Sussa demais! Sem problema, posso cancelar sim. Foi compra online ou na loja física?
[customer] Foi online, acabei comprando errado sem querer
[agent] Acontece! Qual o número do pedido pra eu localizar aqui?
[customer] Deixa eu ver... é o #9876
[agent] Achei! Como foi hoje de manhã, consegui cancelar antes do envio. O estorno cai em até 2 dias úteis
[customer] Ufa, que alívio! Vlw mesmo, vc salvou meu dia",saudacao,,,7,True
syn_101127,"[customer] Oi, td bem? Minha conta do banco ta com saldo negativo e não entendi pq
[agent] Oi! Tudo bem sim! Vou verificar pra você o que aconteceu. Qual o valor que tá aparecendo?
[customer] Ta -250 reais, mas eu tinha saldo positivo ontem
[agent] Deixa eu analisar seu extrato... Teve uma anuidade do cartão que foi debitada hoje
[customer] Ahh verdade! Esqueci completamente que vencia esse mês
[agent] Normal esquecer mesmo! Quer que eu te ajude a quitar ou prefere parcelar?
[customer] Vou depositar amanhã mesmo, brigada por esclarecer!
[agent] De nada! Qualquer dúvida, estamos aqui. Tenha um ótimo dia!",saudacao,,,8,True
syn_101128,"[customer] Oi, td bom? Preciso de ajuda com minha internet que ta muito lenta
[agent] Oi! Tudo sim, e você? Vou te ajudar com a internet. Me conta mais sobre o problema, quando começou essa lentidão?
[customer] Começou ontem a noite, ta quase impossivel navegar, nem netflix ta rodando direito
[agent] Entendi, que chato isso. Vou fazer alguns testes na sua linha. Qual o seu CPF para eu localizar sua conta?
[customer] É 123.456.789-10, espero que consiga resolver pq to trabalhando home office
[agent] Show, já localizei. Vou reiniciar o sinal aqui remotamente, pode aguardar uns 5 minutos e testar de novo?
[customer] Beleza, vou testar. Muito obrigada!",saudacao,,,7,True
syn_101129,"[customer] Bom dia! Como vai? Queria cancelar minha assinatura do plano premium
[agent] Bom dia! Vai tudo bem por aqui, obrigada! Que pena que quer cancelar. Posso saber o motivo?
[customer] Ah, é que não to usando muito os recursos extras, prefiro voltar pro plano básico mesmo
[agent] Entendo perfeitamente. Sem problemas! Vou fazer a alteração para o plano básico. A mudança vai valer a partir do próximo ciclo, ok?
[customer] Perfeito! E o valor vai ser cobrado na mesma data?
[agent] Isso mesmo, só vai mudar o valor. Mais alguma coisa que posso ajudar?
[customer] Não, era só isso msm. Vlw!
[agent] De nada! Qualquer coisa, estamos aqui. Tenha um ótimo dia!",saudacao,,,8,True
syn_101130,"[customer] Opa, beleza? Meu cartão foi clonado e fizeram umas compras estranhas
[agent] Oi! Puxa, que situação! Já vou bloquear seu cartão agora mesmo. Me passa os 4 últimos dígitos pra confirmar?
[customer] São 4587, as compras foram ontem de madrugada, eu tava dormindo
[agent] Pronto, cartão bloqueado! Vou contestar essas transações pra vc. Já solicito um cartão novo também, chega em 5 dias úteis
[customer] Show de bola, muito obrigado! Vcs são rapidos mesmo
[agent] Imagina! É pra isso que estamos aqui. Fica tranquilo que vai dar tudo certo!",saudacao,,,6,True
syn_101131,"[customer] Eaí galera, td suave? Quero trocar um produto que comprei
[agent] Salve! Suave sim! Qual produto você quer trocar e qual o motivo?
[customer] Comprei uma camiseta P mas ficou apertada, queria trocar por M
[agent] Sem stress! Dentro de quantos dias você comprou? E tem a nota fiscal?
[customer] Comprei semana passada, tenho a nota sim. Posso levar na loja?
[agent] Pode sim! Leva a nota e a camiseta que a gente troca numa boa. Funcionamos até 22h
[customer] Massa! Valeu demais, vou lá hoje ainda
[agent] Show! Te esperamos aqui. Abraço!",saudacao,,,8,True
syn_101132,"[customer] Oi oi, como ceis tão? Queria agendar uma consulta pro meu cachorro
[agent] Oi querida! Estamos bem, obrigada! Claro, vamos agendar. Que tipo de consulta precisa?
[customer] É só rotina mesmo, faz tempo que ele não vai no veterinario
[agent] Perfeito! Temos vaga amanhã às 14h ou na sexta às 10h. Qual prefere?
[customer] Amanhã às 14h ta ótimo! É o Rex, um golden retriever
[agent] Anotado! Rex amanhã às 14h. Lembre de trazer a carteirinha de vacinação, ok?
[customer] Fechado! Brigada, até amanhã!",saudacao,,,7,True
syn_101133,"[customer] Fala aí, td certo? Meu pedido do ifood não chegou ainda
[agent] Fala! Td certo sim! Vish, quanto tempo já faz do pedido? Me passa o número pra eu verificar
[customer] Faz mais de 1 hora já, to com fome demais aqui haha
[agent] Nossa, passou muito do prazo mesmo! Deixa eu ver... o entregador ta quase chegando, uns 10 min
[customer] Ah que bom! Pensei que tinham esquecido de mim
[agent] Nunca! Desculpa a demora, às vezes o trânsito complica. Vou liberar um desconto pro próximo pedido
[customer] Cara, vlw mesmo! Vcs são top
[agent] Nada! Bom apetite quando chegar! 😊",saudacao,,,8,True
syn_101134,"[customer] E aí mano, blz? Queria saber sobre aquele curso de inglês que vcs oferecem
[agent] E aí! Blz total! O curso de inglês é show, temos várias modalidades. Quer presencial ou online?
[customer] Online seria melhor pra mim, trabalho muito e não tenho tempo de sair
[agent] Perfeito! Temos turmas de segunda a sexta, 19h às 20h. São 6 meses de curso
[customer] Bacana! E o preço, como é?
[agent] São 12x de R$ 120, mas se pagar à vista tem 15% de desconto
[customer] Show! Posso começar quando?
[agent] Próxima turma começa segunda que vem. Te mando o link pra matrícula no WhatsApp?
[customer] Manda sim, valeu!",saudacao,,,9,True
syn_101135,"[customer] Opa, td bem por aí? Meu ar condicionado parou de gellar
[agent] Opa! Td bem sim! Puxa vida, que calor deve estar fazendo aí. Há quanto tempo ele tá assim?
[customer] Desde ontem, só sai vento quente dele
[agent] Provavelmente é gás mesmo. Posso agendar um técnico pra amanhã de manhã?
[customer] Pode sim! Quanto tempo demora o conserto?
[agent] Geralmente umas 2 horas se for só recarga de gás. O técnico chega entre 8h e 12h
[customer] Perfeito! Muito obrigado, vcs salvaram minha vida haha
[agent] Haha imagina! Amanhã você vai estar fresquinho de novo!",saudacao,,,8,True
syn_101136,"[customer] Oi gente, como vocês estão? Queria reclamar do atendimento de ontem
[agent] Oi! Estamos bem, obrigada! Puxa, me conta o que aconteceu ontem pra eu poder ajudar
[customer] A atendente foi super grossa cmg, nem me deixou explicar o problema direito
[agent] Nossa, que situação chata! Me desculpa por isso. Você lembra o nome dela ou o horário?
[customer] Foi por volta das 15h, não lembro o nome mas ela tinha cabelo cacheado
[agent] Vou verificar e conversar com a equipe. Isso não pode acontecer mesmo! Como posso compensar?
[customer] Ah, só queria que não acontecesse de novo mesmo, obrigada por ouvir
[agent] Com certeza não vai se repetir! Obrigada por reportar, isso nos ajuda a melhorar
[customer] Que bom, vocês são bem diferentes dela! Brigada!",saudacao,,,9,True
syn_101137,"[customer] Salve salve, suave aí? Quero fazer uma transferência mas esqueci minha senha
[agent] Salve! Suave demais! Sem problemas, vou te ajudar a resetar a senha. Tem o token físico ou usa o app?
[customer] Uso o app mesmo, é mais prático
[agent] Show! Vou mandar um código no seu celular cadastrado. Qual o número?
[customer] É o (11) 99999-8888, to com ele aqui do lado
[agent] Pronto, mandei! Chegou o SMS com o código?
[customer] Chegou sim! Consegui resetar aqui, vlw demais!
[agent] Que bom! Agora é só fazer sua transferência. Precisa de mais alguma coisa?
[customer] Não, tá show! Vocês são rápidos demais, parabéns!",saudacao,,,9,True
syn_101138,"[customer] Oi, td bom? Preciso de ajuda com o meu celular que comprei ai
[agent] Opa, beleza! Tudo certo por aqui. Claro, posso te ajudar sim. Qual o problema que você está enfrentando com o celular?
[customer] É que ele ta travando muito, comprei semana passada e ja ta dando problema
[agent] Entendi, que chato isso. Qual modelo você comprou? E quando começou a travar? Foi logo depois que ligou pela primeira vez?
[customer] É o Galaxy A54, começou ontem. Será que é defeito de fabrica?
[agent] Pode ser sim. Vamos tentar algumas soluções primeiro, se não resolver a gente troca pra você, ok? Já tentou reiniciar o aparelho segurando o botão power?
[customer] Ainda não tentei isso, deixa eu fazer aqui... pronto, reiniciei
[agent] Show! Agora testa aí por alguns minutos pra ver se melhora. Se continuar travando, você pode vir na loja com a nota fiscal que a gente resolve na hora.",saudacao,,,8,True
syn_101139,"[customer] Oi gente, tudo bem por aí?
[agent] Opa, tudo ótimo! Como você está? Em que posso ajudar?
[customer] to bem obrigada! queria saber sobre curso de inglês pra minha filha
[agent] Que legal! Quantos anos ela tem? Temos turmas para diferentes idades e níveis.
[customer] ela tem 12 anos e nunca fez inglês antes, é iniciante total
[agent] Perfeito, temos uma turma teen especial para essa idade. As aulas são 2x por semana, bem dinâmicas. Quer que eu te mande o cronograma e valores por WhatsApp?
[customer] sim por favor! e tem desconto pra matrícula?
[agent] Tem sim! Este mês temos 20% de desconto na matrícula. Vou mandar tudo no seu zap agora, ok?",saudacao,,,8,True
syn_101140,"[customer] E aí galera, beleza? Meu cartão de crédito ta bloqueado
[agent] Fala aí! Tudo show. Vi aqui que seu cartão foi bloqueado por segurança. Você fez alguma compra diferente recentemente?
[customer] fiz sim, comprei umas coisas no shopping ontem
[agent] Ah, pode ter sido isso mesmo. O sistema detectou um padrão diferente de compras. Posso desbloquear agora pra você, só preciso confirmar alguns dados.
[customer] beleza, pode confirmar
[agent] Qual o nome da sua mãe e os 4 últimos dígitos do seu CPF?
[customer] mãe é Maria Silva e CPF termina em 0987
[agent] Certinho! Acabei de desbloquear seu cartão. Já pode usar normalmente. Qualquer coisa, é só chamar!",saudacao,,,8,True
syn_101141,"[customer] Oii, td bem? to com duvida sobre meu plano de internet
[agent] Oi! Tudo bem sim, e você? Qual dúvida sobre seu plano?
[customer] é que ta muito lento ultimamente, não sei se é problema técnico ou se preciso mudar de plano
[agent] Entendi. Primeiro vamos verificar se há algum problema técnico na sua região. Qual seu endereço?
[customer] moro na rua das flores 123, vila madalena
[agent] Deixa eu checar aqui... não tem nenhuma ocorrência técnica na sua área. Qual velocidade do seu plano atual?
[customer] acho que é 100 mega, mas ta parecendo bem menos que isso
[agent] Vou agendar um técnico pra fazer um teste na sua casa amanhã de manhã, sem custo. Se estiver tudo ok tecnicamente, a gente conversa sobre upgrade do plano. Pode ser?",saudacao,,,8,True
syn_101142,"[customer] Opa, blz? quero cancelar minha assinatura da netflix
[agent] Opa, beleza! Lamento saber que quer cancelar. Posso perguntar o motivo? Talvez consiga te ajudar.
[customer] é que to sem usar muito, prefiro economizar esse dinheiro agora
[agent] Entendo perfeitamente. Que tal pausar a assinatura por alguns meses ao invés de cancelar? Você não perde seu histórico e pode voltar quando quiser.
[customer] nossa, não sabia que dava pra fazer isso! como funciona?
[agent] É bem simples! Você pausa por até 6 meses, não paga nada nesse período, e seus dados ficam salvos. Quer que eu faça isso pra você?
[customer] quero sim, muito melhor! pausa por 3 meses então
[agent] Pronto! Pausei por 3 meses. Você vai receber um email de confirmação. Obrigado por continuar conosco!",saudacao,,,8,True
syn_101143,"[customer] Eae pessoal, suave? preciso trocar um produto que comprei
[agent] E aí! Suave sim. Qual produto você precisa trocar e qual o motivo?
[customer] comprei uma blusa mas veio o tamanho errado, pedi M e veio P
[agent] Poxa, que erro nosso! Desculpa por isso. Você tem a nota fiscal? E a blusa está com as etiquetas ainda?
[customer] tenho sim, ta tudo certinho, nem tirei da embalagem
[agent] Perfeito! Pode vir na loja quando quiser fazer a troca ou se preferir, podemos buscar aí e entregar o tamanho certo. O que prefere?
[customer] melhor vcs buscarem, trabalho o dia todo
[agent] Tranquilo! Vou agendar a coleta pra amanhã à tarde. Te mando um SMS com o horário, ok?",saudacao,,,8,True
syn_101144,"[customer] Oi, tudo joia? meu uber chegou mas o motorista não ta me achando
[agent] Oi! Tudo joia sim! Você está no local certinho que colocou no app?
[customer] to sim, na porta do shopping, mas tem várias entradas
[agent] Ah sim, entendo. Qual entrada você está? Você pode mandar sua localização pelo chat do app pro motorista.
[customer] to na entrada da praça de alimentação, como mando a localização?
[agent] No chat com o motorista tem um ícone de localização, é só clicar nele. Ou você pode ligar direto pra ele pelo app também.
[customer] achei aqui! mandei a localização, valeu pela ajuda
[agent] De nada! Boa viagem e qualquer coisa pode chamar aqui no chat. Obrigado por usar nosso app!",saudacao,,,8,True
syn_101145,"[customer] Salve galera! como faço pra agendar consulta?
[agent] Salve! Beleza? Para qual especialidade você precisa agendar?
[customer] preciso de um dermatologista, de preferencia pra essa semana
[agent] Show! Temos horários com dermatologista. Você tem alguma preferência de período? Manhã ou tarde?
[customer] tanto faz, o que tiver mais rapido
[agent] Tenho uma vaga amanhã às 14h com Dr. Roberto ou quinta às 10h com Dra. Ana. Qual prefere?
[customer] amanhã 14h ta perfeito! preciso levar alguma coisa?
[agent] Só documento com foto e carteirinha do convênio. Te mando a confirmação por SMS com endereço e orientações, ok?",saudacao,,,8,True
syn_101146,"[customer] Fala aí, tudo tranquilo? to precisando de orçamento pra reforma
[agent] Fala! Tudo tranquilo sim! Que tipo de reforma você quer fazer?
[customer] quero reformar a cozinha inteira, trocar tudo
[agent] Legal! Cozinha fica linda quando reforma bem. Qual o tamanho aproximado da cozinha? E você já tem alguma ideia do estilo que quer?
[customer] é pequena, uns 8m², quero algo moderno, clean sabe
[agent] Perfeito, moderno fica show em cozinha pequena. Posso agendar uma visita técnica pra fazer um orçamento detalhado? É sem compromisso.
[customer] pode sim, quando vcs podem vir?
[agent] Que tal sábado de manhã? Nosso arquiteto pode ir lá fazer as medições e já mostrar algumas opções no 3D.
[customer] sábado é perfeito! obrigado pela atenção",saudacao,,,9,True
syn_101147,"[customer] Opa, blz galera? minha conta do banco ta com saldo negativo
[agent] Opa! Beleza! Vi aqui que sua conta está com saldo negativo mesmo. Teve algum débito automático que você não esperava?
[customer] acho que foi a anuidade do cartão que debitou, esqueci completamente
[agent] Isso acontece mesmo! A anuidade foi debitada ontem. Quer que eu verifique se você tem direito a isenção ou algum desconto?
[customer] quero sim! não sabia que podia ter desconto
[agent] Pelo seu perfil, posso isentar 50% da anuidade. Vou estornar metade do valor agora mesmo, ok?
[customer] nossa, que massa! muito obrigado pela ajuda
[agent] Magina! Pronto, já estornei. Seu saldo volta ao positivo em algumas horas. Precisando de mais alguma coisa, só chamar!",saudacao,,,8,True
syn_101148,"[customer] Oi, tudo bom? Preciso de ajuda com minha conta do cartão
[agent] Oi! Tudo ótimo, obrigada! Claro, posso te ajudar sim. Qual é a dúvida sobre o seu cartão?
[customer] é que apareceu uma cobrança estranha aqui na fatura, não lembro de ter feito essa compra
[agent] Entendi. Vou te ajudar a verificar essa cobrança. Você pode me informar o valor e a data da transação que está questionando?
[customer] é de R$ 89,90 no dia 15, aparece como ""LOJA VIRTUAL XYZ""
[agent] Certo, vou consultar aqui no sistema. Essa cobrança pode ser de alguma assinatura ou compra online. Você se lembra de ter feito alguma compra nesse valor recentemente?
[customer] ah sim, agora lembrei! foi uma compra que fiz pra minha mãe, valeu pela ajuda!
[agent] Que bom que conseguimos esclarecer! Fico feliz em ter ajudado. Qualquer outra dúvida, é só entrar em contato!",saudacao,,,8,True
syn_101149,"[customer] opa, blz? queria saber sobre internet fibra pra minha casa
[agent] E aí! Beleza total! Que legal que você quer conhecer nossa internet fibra. Qual bairro você mora?
[customer] moro na Vila Madalena, tem cobertura aí?
[agent] Sim, temos cobertura na Vila Madalena! Temos planos de 100, 300 e 500 mega. Qual velocidade você tá pensando?
[customer] hmm, acho que 300 tá bom. quanto fica?
[agent] O plano de 300 mega sai por R$ 79,90 mensais, e agora temos promoção de instalação gratuita. Quer que eu agende uma visita técnica?
[customer] show, vamos agendar sim!
[agent] Perfeito! Vou transferir você pro nosso agendamento. Muito obrigada pelo contato!",saudacao,,,8,True
syn_101150,"[customer] salve, td certo? meu celular tá com problema na tela
[agent] Salve! Tudo certinho aqui! Poxa, que chato isso do seu celular. Que tipo de problema na tela você tá enfrentando?
[customer] a tela tá meio escura, mesmo com brilho no máximo
[agent] Entendi. Qual o modelo do seu aparelho? E isso começou depois de alguma queda ou molhou?
[customer] é um iPhone 12, não caiu nem molhou não, começou do nada
[agent] Certo, pode ser problema no display mesmo. Como ainda tá na garantia, vamos fazer a troca sem custo. Quer agendar na assistência mais próxima?
[customer] opa, perfeito! agenda aí pra mim
[agent] Show! Vou agendar e te mando os detalhes por SMS. Obrigada por escolher nossos serviços!",saudacao,,,8,True
syn_101151,"[customer] oi, tudo bem? gostaria de cancelar minha assinatura
[agent] Oi, querida! Tudo bem sim, e você? Claro, posso te ajudar com o cancelamento. Posso saber o motivo da sua decisão?
[customer] ah, é que não tô usando muito o serviço, sabe como é né
[agent] Entendo perfeitamente! Antes de processar o cancelamento, você gostaria de conhecer nosso plano básico? É bem mais em conta.
[customer] quanto fica esse plano básico?
[agent] Fica apenas R$ 19,90 por mês, bem menos que os R$ 49,90 que você paga hoje. O que acha?
[customer] nossa, bem melhor mesmo! pode mudar pra esse então
[agent] Claro! Vou fazer a alteração agora mesmo. A partir do próximo ciclo já vai cobrar o valor novo. Mais alguma coisa?",saudacao,,,8,True
syn_101152,"[customer] eae man, suave? quero comprar um notebook gamer
[agent] Eaee! Suave demais! Massa que você quer um gamer! Qual seu orçamento e que jogos você pretende rodar?
[customer] tenho uns 4k pra gastar, quero jogar CS, Valorant, essas paradas
[agent] Bacana! Com 4k dá pra pegar algo muito bom. Tenho um Acer Nitro 5 com RTX 3060 que tá saindo por R$ 3.899. Vai rodar tudo liso!
[customer] interessante... tem como parcelar?
[agent] Tem sim! Pode ser em até 12x sem juros no cartão. Fica R$ 324,92 por mês. Também tem desconto de 5% no PIX.
[customer] show de bola, vou levar!
[agent] Fechou! Vou te passar pro financeiro finalizar. Valeu pela preferência, mano!",saudacao,,,8,True
syn_101153,"[customer] oi, td bem? tô com uma duvida sobre meu plano de saúde
[agent] Oi! Tudo bem, obrigada! E você, como está? Claro, pode falar sua dúvida que vou te ajudar!
[customer] é sobre cobertura pra fisioterapia, preciso saber quantas sessões tenho direito
[agent] Certo! Vou consultar seu plano aqui. Qual seu número de carteirinha ou CPF para eu verificar?
[customer] o CPF é 123.456.789-00
[agent] Perfeito! Consultei aqui e você tem direito a 24 sessões de fisioterapia por ano. Já utilizou alguma?
[customer] ainda não usei nenhuma, então tenho as 24 disponíveis né?
[agent] Exato! Você tem as 24 sessões disponíveis. Precisa de autorização prévia, quer que eu te explique como solicitar?
[customer] sim, por favor!
[agent] Beleza! É só pedir pro seu médico fazer a solicitação pelo nosso portal médico ou você pode ligar pra central. Te mando o passo a passo por e-mail!",saudacao,,,10,True
syn_101154,"[customer] e aí, beleza? minha pizza já saiu pra entrega?
[agent] Opa, beleza! Tudo joia! Deixa eu verificar seu pedido aqui. Qual o número do pedido ou seu telefone?
[customer] é o pedido 2847, fiz há uns 40 min
[agent] Achei aqui! Sua pizza margherita grande acabou de sair do forno e já tá com o entregador. Deve chegar em uns 15 minutinhos!
[customer] massa, tava preocupado que ia demorar
[agent] Relaxa! Nosso entregador já tá a caminho. Qualquer coisa, você pode acompanhar pelo link que mandamos no WhatsApp!
[customer] show, valeu!",saudacao,,,7,True
syn_101155,"[customer] oi, tudo bom? quero trocar um produto que comprei
[agent] Oi, tudo ótimo! E você? Claro, vou te ajudar com a troca. Qual produto você quer trocar e qual o motivo?
[customer] é uma camiseta que comprei semana passada, veio no tamanho errado
[agent] Que chato! Você tem a nota fiscal ou número do pedido? E qual tamanho veio e qual você precisa?
[customer] tenho a nota sim, veio P mas preciso de M
[agent] Beleza! Como foi erro nosso, vamos fazer a troca sem custo. Você pode vir na loja ou prefere que busquemos em casa?
[customer] prefiro ir na loja mesmo, é mais rápido
[agent] Perfeito! É só vir com a nota e o produto. Já vou separar o tamanho M aqui. Até mais!",saudacao,,,8,True
syn_101156,"[customer] salve, blz? preciso de um orçamento pra reforma da minha cozinha
[agent] Salve! Beleza total! Que bacana, reforma de cozinha fica sempre massa! Qual o tamanho da cozinha e que tipo de reforma você tá pensando?
[customer] é uma cozinha pequena, uns 8m², quero trocar armários e bancada
[agent] Show! 8m² dá pra fazer algo bem legal. Você já tem algum estilo em mente? Moderno, clássico...?
[customer] quero algo mais moderno, sabe? clean
[agent] Perfeito! Estilo clean fica lindo. Posso agendar uma visita técnica pra fazer as medições e te dar um orçamento detalhado?
[customer] pode sim, quando vocês podem ir?
[agent] Posso agendar pra amanhã à tarde ou quinta de manhã. Qual melhor pra você?
[customer] amanhã à tarde tá ótimo!
[agent] Fechado! Amanhã às 14h então. Vou confirmar por WhatsApp. Valeu!",saudacao,,,10,True
syn_101157,"[customer] opa, e aí? quero cancelar um agendamento que fiz
[agent] Opa! Tudo beleza! Sem problemas, vou te ajudar a cancelar. Qual o serviço e pra que data estava agendado?
[customer] era pra limpeza de ar condicionado, agendei pra sexta feira
[agent] Certo! Deixa eu localizar aqui... Encontrei! Agendamento pra sexta às 9h, é esse mesmo?
[customer] isso aí, esse mesmo
[agent] Tranquilo! Já cancelei pra você. Não vai ter nenhuma cobrança. Se quiser reagendar depois, é só ligar!
[customer] beleza, muito obrigado!
[agent] Por nada! Fica à vontade pra entrar em contato sempre que precisar. Até mais!",saudacao,,,8,True
